City_Id,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Port Lincoln,AU,2021-03-24 23:13:05,-34.7333,135.8667,63.66,61,13,13.51
292,Lamu,KE,2021-03-24 23:13:05,-2.2717,40.902,79.32,83,3,8.1
293,Chifeng,CN,2021-03-24 23:13:06,42.2683,118.9636,45.16,39,20,10.76
294,Padang,ID,2021-03-24 23:13:06,-0.9492,100.3543,75.2,100,75,2.3
295,Hasaki,JP,2021-03-24 23:13:06,35.7333,140.8333,55.0,82,75,4.61
296,Yeppoon,AU,2021-03-24 23:13:07,-23.1333,150.7333,80.6,65,40,4.61
297,Shaki,AZ,2021-03-24 23:13:07,41.0833,47.1667,48.2,87,75,2.17
298,Chulman,RU,2021-03-24 23:13:07,56.8479,124.9104,10.83,95,100,2.3
299,Dossor,KZ,2021-03-24 23:13:07,47.5272,52.9811,46.29,76,100,23.73
300,Klaksvik,FO,2021-03-24 23:13:08,62.2266,-6.589,41.0,75,75,9.22
301,Malakal,SS,2021-03-24 23:13:08,9.5334,31.6605,88.11,31,22,3.98
302,Jagdalpur,IN,2021-03-24 23:13:08,19.0667,82.0333,72.07,32,28,3.02
303,Katsuura,JP,2021-03-24 23:13:08,35.1333,140.3,61.0,62,100,5.01
304,Sindor,RU,2021-03-24 23:13:09,62.8629,51.8905,32.31,97,100,10.54
305,Uddevalla,SE,2021-03-24 23:13:09,58.3478,11.9424,39.99,87,75,11.5
306,Beringovskiy,RU,2021-03-24 23:13:09,63.05,179.3167,15.87,84,90,2.39
307,Gorontalo,ID,2021-03-24 23:13:09,0.5412,123.0595,76.39,93,100,2.86
308,Keti Bandar,PK,2021-03-24 23:13:10,24.1447,67.4497,76.95,66,0,10.31
309,San Ramon,US,2021-03-24 23:12:16,37.7799,-121.978,71.01,22,1,12.66
310,Salihli,TR,2021-03-24 23:13:10,38.4826,28.1477,39.0,56,56,6.26
311,Ulladulla,AU,2021-03-24 23:13:10,-35.35,150.4667,73.0,64,40,13.8
312,Srednekolymsk,RU,2021-03-24 23:13:10,67.45,153.6833,-3.87,90,100,3.04
313,Bonga,ET,2021-03-24 23:13:11,7.2833,36.2333,61.0,73,7,1.57
314,Dingle,PH,2021-03-24 23:13:11,10.9995,122.6711,77.49,88,100,8.95
315,Cockburn Town,TC,2021-03-24 23:12:15,21.4612,-71.1419,78.8,69,40,11.5
316,Pitanga,BR,2021-03-24 23:11:53,-24.7572,-51.7614,67.51,88,69,1.95
317,Boldumsaz,TM,2021-03-24 23:13:02,42.1282,59.671,62.6,51,0,18.41
318,Nantucket,US,2021-03-24 23:13:11,41.2835,-70.0995,44.6,93,75,8.05
319,Kulhudhuffushi,MV,2021-03-24 23:13:11,6.6221,73.07,82.62,72,100,5.08
320,Talcahuano,CL,2021-03-24 23:13:12,-36.7167,-73.1167,59.0,63,0,17.27
321,Nong Bua,TH,2021-03-24 23:13:12,15.8646,100.5858,84.99,52,100,6.06
322,Zacualpan,MX,2021-03-24 23:13:12,21.25,-105.1667,78.8,44,75,3.44
323,Berdigestyakh,RU,2021-03-24 23:13:12,62.0989,126.6992,-13.76,99,96,2.24
324,Lusambo,CD,2021-03-24 23:13:13,-4.9667,23.45,68.74,97,80,1.7
325,Naze,JP,2021-03-24 23:13:13,28.3667,129.4833,64.4,88,75,5.75
326,Shakawe,BW,2021-03-24 23:13:13,-18.3667,21.85,70.93,72,98,3.13
327,Altdorf,DE,2021-03-24 23:13:13,49.3875,11.3572,37.0,81,3,1.01
328,Nusaybin,TR,2021-03-24 23:13:14,37.0778,41.2178,47.32,87,99,5.1
329,Lagoa,PT,2021-03-24 23:13:14,39.05,-27.9833,56.44,63,21,2.15
330,Abatskoye,RU,2021-03-24 23:13:14,56.2875,70.4555,28.04,93,98,14.32
331,Cabinda,AO,2021-03-24 23:13:14,-5.55,12.2,79.03,77,100,6.8
332,Iwaki,JP,2021-03-24 23:13:15,37.05,140.8833,57.99,85,97,1.01
333,San Patricio,US,2021-03-24 23:13:15,28.017,-97.5169,84.2,78,90,13.8
334,Trairi,BR,2021-03-24 23:13:15,-3.2778,-39.2689,76.95,86,42,4.83
335,College,US,2021-03-24 23:10:14,64.8569,-147.8028,23.0,73,90,4.14
336,Ambunti,PG,2021-03-24 23:13:15,-4.2365,142.8448,78.44,90,100,1.63
337,Isiro,CD,2021-03-24 23:13:16,2.7739,27.616,69.96,71,84,1.03
338,Kosh-Agach,RU,2021-03-24 23:13:16,50.0,88.6667,3.04,88,38,3.29
339,Zaterechnyy,RU,2021-03-24 23:13:16,44.7931,45.2097,38.3,90,100,21.12
340,Hare Bay,CA,2021-03-24 23:13:16,48.8499,-54.0148,33.8,80,100,2.3
341,Betare Oya,CM,2021-03-24 23:13:17,5.6,14.0833,68.99,91,100,4.59
342,Mareeba,AU,2021-03-24 23:13:17,-17.0,145.4333,82.99,83,98,0.85
343,Maua,BR,2021-03-24 23:13:17,-23.6678,-46.4614,72.0,39,77,1.99
344,Leningradskiy,RU,2021-03-24 23:13:17,69.3833,178.4167,-3.96,93,100,13.2
345,Carutapera,BR,2021-03-24 23:13:18,-1.195,-46.02,75.47,93,100,5.77
346,Avera,US,2021-03-24 23:13:18,33.194,-82.5271,73.4,73,90,7.25
347,Jasper,US,2021-03-24 23:13:18,37.2001,-94.3502,54.0,66,20,10.36
348,Fez,MA,2021-03-24 23:13:18,34.0372,-4.9998,50.0,87,0,8.05
349,Sao Paulo De Olivenca,BR,2021-03-24 23:13:19,-3.3783,-68.8725,74.55,96,96,1.01
350,Valleyview,CA,2021-03-24 23:13:19,55.0667,-117.2859,17.6,86,100,11.5
351,Reyes,BO,2021-03-24 23:13:19,-14.3167,-67.3833,86.0,74,75,2.28
352,Manaure,CO,2021-03-24 23:13:19,11.7751,-72.4445,82.9,65,94,21.25
353,Ada,US,2021-03-24 23:13:20,43.4166,-116.1262,46.99,36,90,5.75
354,Bolcske,HU,2021-03-24 23:13:20,46.741,18.9674,35.01,80,0,4.61
355,Korla,CN,2021-03-24 23:13:20,41.7597,86.1469,47.77,35,0,8.21
356,Anjiang,CN,2021-03-24 23:13:20,27.3194,110.1031,56.37,78,1,2.77
357,Katangli,RU,2021-03-24 23:13:21,51.7102,143.2326,21.38,76,5,5.99
358,Melo,UY,2021-03-24 23:11:02,-32.3667,-54.1833,67.21,88,47,8.5
359,Yantal,RU,2021-03-24 23:13:21,56.8471,105.2542,15.84,97,100,3.65
360,Ribeira Grande,PT,2021-03-24 23:13:21,38.5167,-28.7,57.11,62,20,3.98
361,Kloulklubed,PW,2021-03-24 23:13:21,7.0419,134.2556,82.4,83,75,11.5
362,Gigmoto,PH,2021-03-24 23:13:22,13.7796,124.39,79.63,83,91,10.25
363,Somerset,US,2021-03-24 23:13:22,40.5668,-74.5496,54.0,94,90,8.5
364,Praia Da Vitoria,PT,2021-03-24 23:13:22,38.7333,-27.0667,53.6,82,0,3.69
365,La Troncal,EC,2021-03-24 23:13:22,-2.4,-79.3333,84.2,65,75,4.61
366,Borovskoy,KZ,2021-03-24 23:13:23,53.8,64.15,18.41,96,77,8.61
367,Baiyin,CN,2021-03-24 23:13:23,36.5583,104.2081,46.99,55,0,6.71
368,Padilla,CO,2021-03-24 23:13:23,3.2204,-76.3139,77.0,78,75,2.3
369,Amalapuram,IN,2021-03-24 23:13:23,16.5833,82.0167,70.84,83,3,1.77
370,Xining,CN,2021-03-24 23:13:24,36.6167,101.7667,38.91,36,100,1.88
371,Agadez,NE,2021-03-24 23:13:24,19.75,10.25,69.15,12,1,12.86
372,Visby,SE,2021-03-24 23:13:24,57.6409,18.296,45.0,76,90,17.27
373,Marawi,PH,2021-03-24 23:13:24,7.9986,124.2928,73.0,89,97,8.99
374,Saint-Augustin,CA,2021-03-24 23:13:24,51.226,-58.6502,29.17,97,100,3.2
375,San Andres,CO,2021-03-24 23:09:55,12.5847,-81.7006,82.4,65,20,12.66
376,Klichka,RU,2021-03-24 23:13:25,50.4457,117.996,26.96,82,49,6.2
377,Verkh-Usugli,RU,2021-03-24 23:13:25,52.7,115.1667,14.29,95,29,3.36
378,Moindou,NC,2021-03-24 23:13:25,-21.6924,165.677,84.2,54,0,9.22
379,Koslan,RU,2021-03-24 23:13:25,63.4564,48.8989,33.71,94,100,11.34
380,Urengoy,RU,2021-03-24 23:13:26,65.9667,78.3667,-3.62,99,86,5.73
381,Ajdabiya,LY,2021-03-24 23:09:27,30.7554,20.2263,56.59,56,97,10.56
382,Sant Feliu De Guixols,ES,2021-03-24 23:13:26,41.7833,3.0333,51.01,93,0,2.3
383,Matara,LK,2021-03-24 23:13:26,5.9485,80.5353,75.87,89,100,3.98
384,Pasighat,IN,2021-03-24 23:13:27,28.0667,95.3333,71.46,34,50,4.23
385,Srandakan,ID,2021-03-24 23:13:27,-7.9386,110.2506,76.96,86,100,3.8
386,Mbekenyera,TZ,2021-03-24 23:13:27,-10.0,38.9833,70.52,95,100,1.19
387,Olafsvik,IS,2021-03-24 23:13:27,64.8945,-23.7142,31.59,60,95,12.93
388,Makakilo City,US,2021-03-24 23:11:16,21.3469,-158.0858,80.6,83,90,12.66
389,Ixtapa,MX,2021-03-24 23:08:43,20.7,-105.2,75.2,53,75,12.66
390,Necochea,AR,2021-03-24 23:13:28,-38.5473,-58.7368,68.0,84,34,1.01
391,Kitui,KE,2021-03-24 23:13:28,-1.367,38.0106,64.98,78,15,3.27
392,Pemangkat,ID,2021-03-24 23:13:28,1.1667,108.9667,75.06,91,99,4.38
393,Donskoye,RU,2021-03-24 23:13:28,45.4552,41.9741,30.2,100,90,13.42
394,Fasa,IR,2021-03-24 23:13:29,28.9383,53.6482,53.6,47,6,2.98
395,Bathsheba,BB,2021-03-24 23:13:29,13.2167,-59.5167,78.8,57,20,18.41
396,Pinawa,CA,2021-03-24 23:13:29,50.1489,-95.8811,35.42,70,100,6.76
397,Aasiaat,GL,2021-03-24 23:13:29,68.7098,-52.8699,-5.35,94,100,6.15
398,Bud,US,2021-03-24 23:13:29,39.447,-86.1758,69.8,40,40,16.11
399,Linxia,CN,2021-03-24 23:13:30,35.6003,103.2064,45.46,49,99,0.49
400,Saint Anthony,US,2021-03-24 23:13:30,45.0205,-93.218,42.01,87,90,9.22
401,Tongliao,CN,2021-03-24 23:13:30,43.6125,122.2653,45.0,35,2,9.82
402,Dapdap,PH,2021-03-24 23:13:31,12.062,125.4881,79.74,85,76,12.24
403,Gizo,SB,2021-03-24 23:13:31,-8.103,156.8419,83.68,70,99,6.38
404,Berlevag,NO,2021-03-24 23:13:31,70.8578,29.0864,28.4,86,0,19.57
405,Salcininkai,LT,2021-03-24 23:13:31,54.3,25.3833,37.99,81,90,2.3
406,Eureka,US,2021-03-24 23:13:31,40.8021,-124.1637,55.0,75,100,10.0
407,Kidal,ML,2021-03-24 23:13:32,18.4411,1.4078,76.35,6,6,14.72
408,Dvinskoy,RU,2021-03-24 23:13:32,62.1535,45.1175,35.19,92,100,11.43
409,Bahar,IR,2021-03-24 23:13:32,34.9072,48.4414,54.5,57,70,13.78
410,Jackson,US,2021-03-24 23:09:01,42.4165,-122.8345,59.0,41,90,6.91
411,Ahipara,NZ,2021-03-24 23:13:32,-35.1667,173.1667,69.84,52,0,1.36
412,Garissa,KE,2021-03-24 23:13:33,-0.4536,39.6401,80.46,67,2,10.42
413,Benghazi,LY,2021-03-24 23:13:33,32.1167,20.0667,57.06,54,77,19.24
414,Hambantota,LK,2021-03-24 23:13:03,6.1241,81.1185,77.68,83,100,9.4
415,Mittagong,AU,2021-03-24 23:13:33,-34.45,150.45,75.99,63,99,1.99
416,Acapulco,MX,2021-03-24 23:09:59,16.8634,-99.8901,82.4,65,40,8.05
417,Matamoros,MX,2021-03-24 23:13:33,25.5333,-103.25,87.8,2,75,20.71
418,Los Llanos De Aridane,ES,2021-03-24 23:13:34,28.6585,-17.9182,66.2,77,0,10.36
419,Pisco,PE,2021-03-24 23:09:25,-13.7,-76.2167,71.6,73,20,21.85
420,Port Hardy,CA,2021-03-24 23:10:00,50.6996,-127.4199,46.4,87,90,12.66
421,El Dorado,US,2021-03-24 23:13:14,38.7666,-120.5177,53.01,44,82,3.0
422,Semenyih,MY,2021-03-24 23:13:34,2.9516,101.843,77.0,88,20,2.3
423,Margherita,IN,2021-03-24 23:13:34,27.2833,95.6833,70.68,29,69,3.44
424,Chiang Rai,TH,2021-03-24 23:13:35,19.9167,99.9167,72.0,100,20,2.3
425,Mtinko,TZ,2021-03-24 23:13:35,-4.55,34.85,59.02,91,77,4.88
426,Bailen,ES,2021-03-24 23:13:35,38.0964,-3.7779,52.07,75,1,2.33
427,Nemuro,JP,2021-03-24 23:13:35,43.3236,145.575,37.18,91,100,10.94
428,La Ronge,CA,2021-03-24 23:13:35,55.1001,-105.2842,24.8,54,100,16.11
429,Goderich,CA,2021-03-24 23:13:36,43.7501,-81.7165,62.6,51,78,24.16
430,Namatanai,PG,2021-03-24 23:13:36,-3.6667,152.4333,82.89,73,76,6.8
431,Sabzevar,IR,2021-03-24 23:13:36,36.2126,57.6819,70.39,30,100,4.41
432,Zmeinogorsk,RU,2021-03-24 23:13:36,51.1567,82.195,22.53,88,100,5.84
433,Brigantine,US,2021-03-24 23:13:37,39.4101,-74.3646,57.0,100,90,5.75
434,Athni,IN,2021-03-24 23:13:37,16.7333,75.0667,80.78,34,9,8.05
435,Madimba,TZ,2021-03-24 23:13:37,-10.4,40.3333,76.62,89,34,5.03
436,Smirnykh,RU,2021-03-24 23:13:37,49.75,142.8333,24.39,73,5,1.72
437,Yerbogachen,RU,2021-03-24 23:13:38,61.2767,108.0108,-2.6,99,100,3.65
438,Laguna,US,2021-03-24 23:12:58,38.421,-121.4238,70.0,16,1,3.58
439,Prieska,ZA,2021-03-24 23:13:38,-29.6641,22.7474,61.75,75,54,19.69
440,Atambua,ID,2021-03-24 23:13:38,-9.1061,124.8925,75.85,85,39,2.15
441,Terney,RU,2021-03-24 23:13:38,45.0503,136.6092,37.83,80,99,5.39
442,Aguimes,ES,2021-03-24 23:13:39,27.9054,-15.4461,70.0,77,0,14.97
443,Tigil,RU,2021-03-24 23:13:39,57.8,158.6667,13.37,84,63,9.26
444,Praxedis Guerrero,MX,2021-03-24 23:13:39,31.3667,-106.0167,57.0,37,40,14.97
445,Bambous Virieux,MU,2021-03-24 23:13:39,-20.3428,57.7575,77.0,94,20,6.91
446,Moerai,PF,2021-03-24 23:13:40,-22.4333,-151.3333,81.82,67,35,14.61
447,Adrar,MR,2021-03-24 23:13:40,20.5022,-10.0711,74.26,11,0,12.41
448,Jacareacanga,BR,2021-03-24 23:13:40,-6.2222,-57.7528,74.46,97,100,2.66
449,Nome,US,2021-03-24 23:13:40,64.5011,-165.4064,25.0,74,75,11.5
450,Conceicao Do Araguaia,BR,2021-03-24 23:13:41,-8.2578,-49.2647,74.44,90,79,1.79
451,Zyryanka,RU,2021-03-24 23:13:41,65.75,150.85,-2.97,90,100,10.2
452,Nieves,PH,2021-03-24 23:13:41,15.3274,120.9485,75.2,83,40,2.3
453,Rawson,AR,2021-03-24 23:11:33,-43.3002,-65.1023,57.51,54,99,11.18
454,Bengkulu,ID,2021-03-24 23:10:20,-3.8004,102.2655,76.14,82,100,3.49
455,Ulvik,NO,2021-03-24 23:13:41,60.5672,6.9187,37.99,93,100,3.36
456,Edson,CA,2021-03-24 23:13:42,53.5835,-116.4356,32.0,69,90,8.05
457,Camocim,BR,2021-03-24 23:13:42,-2.9022,-40.8411,77.11,88,99,9.28
458,Taltal,CL,2021-03-24 23:13:42,-25.4,-70.4833,67.62,78,33,5.3
459,Agua Dulce,MX,2021-03-24 23:13:42,18.1333,-94.1333,95.0,31,1,17.27
460,Miraflores,MX,2021-03-24 23:13:43,19.2167,-98.8083,82.4,12,1,6.91
461,Camacupa,AO,2021-03-24 23:13:43,-12.0167,17.4833,62.89,94,97,2.84
462,Cascais,PT,2021-03-24 23:13:43,38.6979,-9.4215,54.0,71,68,13.0
463,Beruwala,LK,2021-03-24 23:13:43,6.4788,79.9828,75.88,88,100,5.77
464,Felipe Carrillo Puerto,MX,2021-03-24 23:13:44,19.5833,-88.05,83.05,63,14,7.56
465,Flinders,AU,2021-03-24 23:13:44,-34.5833,150.8552,75.99,63,72,1.99
466,Jiblah,YE,2021-03-24 23:13:44,13.9216,44.1467,60.08,28,12,5.32
467,Sayaxche,GT,2021-03-24 23:13:44,16.5167,-90.1667,92.79,33,4,3.02
468,Kudahuvadhoo,MV,2021-03-24 23:13:45,2.6708,72.8944,80.19,77,99,5.55
469,Porto Velho,BR,2021-03-24 23:13:45,-8.7619,-63.9039,77.0,88,40,1.14
470,Mount Gambier,AU,2021-03-24 23:13:45,-37.8333,140.7667,59.0,82,40,10.36
471,San Luis,AR,2021-03-24 23:11:30,-33.295,-66.3356,67.86,59,52,2.26
472,Bad Liebenwerda,DE,2021-03-24 23:13:45,51.5167,13.4,39.2,93,5,1.14
473,Sao Joao Da Barra,BR,2021-03-24 23:13:46,-21.6403,-41.0511,76.71,86,3,3.83
474,Puerto Escondido,MX,2021-03-24 23:13:46,15.85,-97.0667,84.2,74,1,9.22
475,Acarau,BR,2021-03-24 23:13:46,-2.8856,-40.12,77.99,83,97,8.57
476,Musoma,TZ,2021-03-24 23:13:46,-1.5,33.8,69.94,66,83,9.73
477,Kathmandu,NP,2021-03-24 23:10:42,27.7167,85.3167,53.6,66,20,3.44
478,Namanga,KE,2021-03-24 23:13:47,-2.5433,36.7905,65.21,82,11,4.45
479,Bemidji,US,2021-03-24 23:10:29,47.4736,-94.8803,46.0,49,75,12.66
480,Maturin,VE,2021-03-24 23:13:47,9.75,-63.1767,78.73,67,69,11.1
481,Coquimbo,CL,2021-03-24 23:13:37,-29.9533,-71.3436,62.6,77,20,9.22
482,Broken Hill,AU,2021-03-24 23:13:47,-31.95,141.4333,62.6,72,75,11.5
483,Villa Bruzual,VE,2021-03-24 23:13:47,9.3328,-69.1208,80.29,68,95,4.72
484,Singaraja,ID,2021-03-24 23:13:48,-8.112,115.0882,79.3,83,77,2.57
485,Balabac,PH,2021-03-24 23:13:48,7.9868,117.0645,82.04,79,100,12.75
486,Petropavlovsk-Kamchatskiy,RU,2021-03-24 23:13:48,53.0452,158.6483,24.8,54,75,6.71
487,Lekoni,GA,2021-03-24 23:13:48,-1.5843,14.2591,72.57,88,89,11.36
488,Zhanaozen,KZ,2021-03-24 23:13:49,43.3,52.8,44.83,86,93,17.16
489,Freetown,SL,2021-03-24 23:13:49,8.484,-13.2299,77.76,72,98,5.79
490,Watsa,CD,2021-03-24 23:13:49,3.0372,29.5355,69.1,55,95,1.77
491,Kalevala,RU,2021-03-24 23:13:49,65.2,31.1667,33.75,85,67,13.85
492,Husavik,IS,2021-03-24 23:13:50,66.0449,-17.3389,35.6,48,40,12.66
493,Santa Maria,BR,2021-03-24 23:10:25,-29.6842,-53.8069,75.2,83,20,5.75
494,Deputatskiy,RU,2021-03-24 23:13:50,69.3,139.9,-15.99,98,100,1.99
495,Tay Ninh,VN,2021-03-24 23:13:50,11.3,106.1,77.36,81,94,2.48
496,Mancio Lima,BR,2021-03-24 23:13:50,-7.6142,-72.8958,89.6,58,40,2.3
497,Salamiyah,SY,2021-03-24 23:13:51,35.0113,37.0532,47.52,69,3,27.29
498,Andenes,NO,2021-03-24 23:13:51,69.3143,16.1194,39.2,87,90,42.57
499,Gua Musang,MY,2021-03-24 23:13:51,4.8823,101.9644,70.21,99,99,0.13
500,Vanimo,PG,2021-03-24 23:13:51,-2.6741,141.3028,81.91,73,100,2.91
501,Medea,DZ,2021-03-24 23:13:52,36.2642,2.7539,46.4,87,0,1.79
502,Kajaani,FI,2021-03-24 23:13:52,64.2273,27.7285,33.8,86,0,9.22
503,Mana,GF,2021-03-24 23:13:52,5.6592,-53.7767,76.75,87,29,9.1
504,Kastrakion,GR,2021-03-24 23:13:52,39.7156,21.6181,28.0,78,98,3.53
505,Hirara,JP,2021-03-24 23:13:53,24.8,125.2833,66.2,77,40,5.75
506,Lima,PE,2021-03-24 23:13:53,-12.0432,-77.0282,73.99,68,0,11.5
507,Emborion,GR,2021-03-24 23:13:53,40.4833,21.55,30.2,80,77,8.05
508,Wageningen,NL,2021-03-24 23:13:53,51.9667,5.6667,45.0,87,90,2.3
509,Hami,CN,2021-03-24 23:13:53,42.8,93.45,45.59,44,93,11.56
510,Rome,US,2021-03-24 23:09:12,34.257,-85.1647,75.2,46,20,5.75
511,Kopervik,NO,2021-03-24 23:13:54,59.2835,5.3067,44.01,87,20,12.66
512,Linkoping,SE,2021-03-24 23:13:54,58.4109,15.6216,48.2,71,90,10.36
513,Faya,SA,2021-03-24 23:13:54,18.3851,42.4509,62.6,55,0,2.86
514,Belmonte,BR,2021-03-24 23:13:54,-15.8631,-38.8828,78.8,73,0,10.36
515,Viedma,AR,2021-03-24 23:13:55,-40.8135,-62.9967,61.72,56,100,13.71
516,Buzmeyin,TM,2021-03-24 23:13:55,38.0507,58.2056,80.6,26,40,11.5
517,Samarai,PG,2021-03-24 23:13:55,-10.6167,150.6667,83.3,71,99,5.46
518,Galle,LK,2021-03-24 23:13:55,6.0367,80.217,76.98,87,100,9.4
519,Senno,RU,2021-03-24 23:13:56,59.5336,33.9167,32.0,83,45,1.01
520,Verkhnyaya Toyma,RU,2021-03-24 23:13:56,62.2349,44.9985,35.17,92,100,11.14
521,Camana,PE,2021-03-24 23:13:56,-16.6228,-72.7111,71.55,81,19,7.92
522,Linda,US,2021-03-24 23:13:56,39.1277,-121.5508,66.99,26,1,10.36
523,Ati,TD,2021-03-24 23:13:57,13.2154,18.3353,84.42,17,24,10.6
524,Kayes,ML,2021-03-24 23:13:57,14.0,-11.0,92.8,13,44,7.83
525,Moose Factory,CA,2021-03-24 23:13:57,51.2585,-80.6094,24.8,86,90,10.36
526,Wangqing,CN,2021-03-24 23:13:57,43.3218,129.7634,37.99,81,10,1.16
527,Shimoda,JP,2021-03-24 23:13:58,34.6667,138.95,55.0,73,100,6.46
528,Pecos,US,2021-03-24 23:13:58,31.4229,-103.4932,62.6,31,1,31.07
529,San Antonio,US,2021-03-24 23:13:58,29.4241,-98.4936,79.0,61,20,14.97
530,Axim,GH,2021-03-24 23:13:58,4.8699,-2.2405,79.81,86,99,6.55
531,Honningsvag,NO,2021-03-24 23:13:59,70.9821,25.9704,35.92,78,68,20.38
532,Timizart,DZ,2021-03-24 23:13:59,36.8,4.2667,47.52,60,0,4.05
533,Kedougou,SN,2021-03-24 23:13:59,12.5579,-12.1743,91.4,15,58,3.09
534,Dzhebariki-Khaya,RU,2021-03-24 23:13:59,62.2167,135.8,-12.35,96,100,2.57
535,Maltahohe,NA,2021-03-24 23:13:59,-24.8333,16.9833,70.7,29,13,10.29
536,Glendive,US,2021-03-24 23:14:00,47.1053,-104.7125,52.0,25,20,10.36
537,Jacksonville,US,2021-03-24 23:09:46,30.3322,-81.6556,75.2,68,90,4.61
538,Puerto Cabello,VE,2021-03-24 23:14:00,10.4731,-68.0125,77.32,84,100,10.63
539,Port Hedland,AU,2021-03-24 23:14:00,-20.3167,118.5667,75.2,94,5,3.44
540,Finspang,SE,2021-03-24 23:14:01,58.7058,15.7674,48.2,76,90,12.66
541,Sheridan,US,2021-03-24 23:14:01,44.8333,-106.9173,50.0,25,1,4.61
542,Smidovich,RU,2021-03-24 23:14:01,48.6,133.8167,20.16,77,7,2.95
543,Douglas,US,2021-03-24 23:14:01,41.3,-96.167,48.2,61,75,5.75
544,George,ZA,2021-03-24 23:14:02,-33.963,22.4617,60.8,100,40,3.44
545,Huilong,CN,2021-03-24 23:14:02,31.8111,121.655,55.99,89,38,4.03
546,Pizarro,CO,2021-03-24 23:14:02,4.9533,-77.366,79.66,79,76,4.36
547,Puerto Rico,AR,2021-03-24 23:14:02,-26.796,-55.024,67.62,98,85,5.03
548,Basco,PH,2021-03-24 23:14:02,20.4487,121.9702,75.58,84,47,21.54
549,Akersberga,SE,2021-03-24 23:14:03,59.4794,18.2997,44.01,80,100,5.01
550,Graham,US,2021-03-24 23:14:03,47.0529,-122.2943,50.0,81,90,8.05
551,Gamba,GA,2021-03-24 23:14:03,-2.65,10.0,75.58,83,100,3.76
552,Santa Cruz De La Palma,ES,2021-03-24 23:14:03,28.6835,-17.7642,66.2,77,0,10.36
553,Gornopravdinsk,RU,2021-03-24 23:14:04,60.05,69.9,27.59,95,100,5.95
554,Muroto,JP,2021-03-24 23:14:04,33.2833,134.15,53.6,100,75,6.91
555,Dunda,TZ,2021-03-24 23:14:04,-8.1167,34.25,63.73,97,74,4.16
556,Marsh Harbour,BS,2021-03-24 23:14:04,26.5412,-77.0636,76.32,68,9,1.12
557,Kvitok,RU,2021-03-24 23:14:05,56.0724,98.4813,29.52,74,100,13.0
558,Betong,TH,2021-03-24 23:09:10,5.7743,101.0723,69.33,98,83,1.95
559,Adre,TD,2021-03-24 23:14:05,13.4667,22.2,82.08,15,7,16.22
560,Dongsheng,CN,2021-03-24 23:14:05,39.8161,109.9776,41.47,43,88,8.97
561,Estevan,CA,2021-03-24 23:14:05,49.1334,-102.9842,46.4,33,1,12.66
562,Zunyi,CN,2021-03-24 23:14:06,27.6867,106.9072,55.9,77,83,4.25
563,Kiunga,PG,2021-03-24 23:14:06,-6.1219,141.2906,78.64,81,100,0.76
564,Ulkan,RU,2021-03-24 23:14:06,57.243,107.3223,10.42,98,96,2.37
565,Kearney,US,2021-03-24 23:13:51,40.6995,-99.0815,48.2,61,40,5.75
566,Damghan,IR,2021-03-24 23:14:06,36.1683,54.348,64.15,37,45,1.3
567,Punta Alta,AR,2021-03-24 23:14:07,-38.8759,-62.0736,64.31,68,18,22.37
568,Monrovia,LR,2021-03-24 23:14:07,6.3005,-10.7969,79.0,87,95,5.01
569,Poltava,UA,2021-03-24 23:14:07,49.5937,34.5407,30.16,82,100,13.76
570,Povenets,RU,2021-03-24 23:14:07,62.8487,34.8262,35.74,95,99,11.61
571,Araouane,ML,2021-03-24 23:14:08,18.9048,-3.5265,73.27,8,14,13.27
572,Belaya Gora,RU,2021-03-24 23:14:08,68.5333,146.4167,-16.98,96,100,3.56
573,Fairfield,US,2021-03-24 23:13:32,41.2668,-73.3162,51.01,93,90,13.8
574,Nefteyugansk,RU,2021-03-24 23:14:08,61.0998,72.6035,26.6,100,40,4.47
575,Kamenka,RU,2021-03-24 23:14:08,51.3223,42.7678,34.0,93,100,1.99
576,Egvekinot,RU,2021-03-24 23:14:09,66.3167,-179.1667,8.92,87,100,2.59
577,Polewali,ID,2021-03-24 23:14:09,-3.4324,119.3435,77.4,86,100,2.8
578,Whitianga,NZ,2021-03-24 23:14:09,-36.8333,175.7,67.6,57,5,7.94
579,Athabasca,CA,2021-03-24 23:14:09,54.7169,-113.2854,32.0,86,100,11.5
580,Tarkwa,GH,2021-03-24 23:14:10,5.3064,-1.9847,76.42,89,100,3.27
581,Bol,TD,2021-03-24 23:14:10,13.4586,14.7147,81.79,40,1,12.88
582,San Vicente De Canete,PE,2021-03-24 23:11:08,-13.0751,-76.3835,72.09,79,52,6.22
583,Gamboula,CF,2021-03-24 23:14:10,4.1178,15.1393,67.57,94,100,4.63
584,Tagusao,PH,2021-03-24 23:14:10,9.1924,117.8141,80.17,78,100,3.29
585,Cayambe,EC,2021-03-24 23:14:11,0.05,-78.1333,55.4,88,75,9.22
586,Oskarshamn,SE,2021-03-24 23:14:11,57.2645,16.4484,42.01,83,99,3.0
587,Kosino,RU,2021-03-24 23:14:11,58.4127,51.2782,31.42,96,100,6.78
588,Gat,IL,2021-03-24 23:13:39,31.61,34.7642,59.0,100,41,8.59
589,Valley City,US,2021-03-24 23:10:05,46.9233,-98.0032,44.6,42,1,10.36
